split,Conversation_no,turn_count,unique_topics,q_avg,q_min,q_max,a_avg,a_min,a_max,passage_avg,passage_min,passage_max,total_session_tokens
train,2271,18,5,7.9,4,12,12.1,1,27,136.6,70,158,2819
train,2272,11,3,7.7,4,10,11.6,2,32,152.7,124,194,1893
train,2273,13,7,7.2,5,10,11.2,3,30,121.7,35,175,1822
train,2274,16,3,8.1,4,13,19.2,3,69,131.6,37,192,2543
train,2275,18,7,7.8,4,13,17.8,3,47,132.3,45,266,2844
train,2276,7,3,8.9,5,11,15.1,3,36,147.3,97,173,1199
train,2277,15,5,8.3,5,19,18.2,2,50,155.9,101,199,2737
train,2278,10,3,6.9,3,10,24.6,1,94,159,49,209,1905
train,2279,10,4,5.8,4,10,10.9,3,50,153.2,110,176,1699
train,2280,18,3,7.4,4,13,21.6,4,73,139.4,59,209,3033
train,2281,10,4,8.6,5,12,29.9,2,85,159.4,122,188,1979
train,2282,13,6,8.2,5,16,9.1,1,29,148,122,179,2149
train,2283,18,7,8.3,5,15,21.7,1,58,141.6,47,187,3089
train,2284,12,7,9,5,12,18.4,3,54,138.7,29,201,1993
train,2285,10,3,8.2,6,11,10.6,2,28,106,41,164,1248
train,2286,14,7,7.1,4,12,14.9,2,45,141.6,49,236,2290
train,2287,13,2,8.9,5,19,7.1,1,18,132.2,78,163,1926
train,2288,17,4,7.8,4,14,23.8,4,47,134.8,35,189,2828
train,2289,11,3,8.5,2,15,18.4,2,54,157.2,95,191,2024
train,2290,15,5,8.7,5,14,8.7,4,19,147.1,56,195,2468
train,2291,12,3,9.8,6,17,20.8,2,49,146.2,114,179,2120
train,2292,10,3,7.8,5,13,9.9,4,33,146,57,175,1637
train,2293,10,2,10.7,6,16,13.3,3,44,131,125,143,1550
train,2294,13,4,8.7,6,12,13.2,3,60,147.2,123,175,2198
train,2295,14,5,7,5,11,9.1,2,28,139.8,90,186,2183
train,2296,15,5,7.7,4,13,10.8,1,36,131.9,61,170,2255
train,2297,10,3,8.3,4,20,15.1,1,33,134.2,86,163,1576
train,2298,10,3,9.1,5,16,9.7,5,17,118.6,29,157,1374
train,2299,11,2,10.5,7,14,12,4,23,129,51,142,1667
train,2300,10,4,7.6,5,11,25.4,2,75,152.2,109,182,1852
train,2301,12,4,7.9,5,14,11.2,2,37,143.8,129,171,1956
train,2302,10,3,8.8,6,12,29.5,2,75,153.8,80,315,1921
train,2303,10,6,7.6,4,13,13,3,44,136.5,52,200,1571
train,2304,11,3,8.3,5,12,15.2,3,48,161.6,118,240,2036
train,2305,20,5,6.1,4,9,19.2,2,48,169.8,133,233,3901
train,2306,11,3,7.3,4,11,8.4,2,21,151.2,89,179,1835
train,2307,15,6,7.6,4,11,21.8,1,59,144.3,86,182,2606
train,2308,18,8,7.2,5,11,19.1,2,69,129.2,84,207,2799
train,2309,10,1,7,5,10,12.6,3,30,155.6,124,186,1752
train,2310,13,3,7.8,5,11,9,3,35,129.8,23,161,1907
train,2311,15,2,9,5,16,10.6,1,36,146.1,132,183,2486
train,2312,11,3,6.5,4,11,23.5,2,76,133.1,106,163,1794
train,2313,18,5,7.6,4,13,20.3,2,58,129.4,18,175,2830
train,2314,11,3,7.8,6,11,7.1,2,19,131.5,25,202,1611
train,2315,18,4,7,2,12,10.2,2,27,124.7,22,175,2553
train,2316,17,4,6.8,4,11,9.6,2,23,135.1,43,206,2575
train,2317,12,3,6.7,5,10,10.8,2,25,140.5,49,170,1895
train,2318,14,2,8.8,6,14,23.5,4,72,142.7,37,189,2450
train,2319,14,4,8.5,2,13,15.1,5,37,154.7,51,208,2497
train,2320,12,5,6.8,5,10,7.7,4,17,148.2,98,206,1951
train,2321,11,2,7.5,5,10,33.1,2,157,146.5,44,244,2057
train,2322,15,6,11,4,27,10.5,2,46,167.4,146,253,2834
train,2323,6,2,6.5,4,13,7.5,3,16,145.3,85,185,956
train,2324,18,4,8.2,4,17,8.7,1,26,145.7,19,204,2925
train,2325,17,6,10.6,7,20,7.8,1,17,151.4,129,188,2886
train,2326,23,7,7.3,4,12,6.3,2,18,126.4,67,184,3220
train,2327,15,5,9.1,6,14,19.7,3,55,137.4,89,177,2492
train,2328,20,6,9.3,4,23,5.8,2,14,156.6,64,286,3433
train,2329,14,3,10.9,5,20,23.9,4,53,156.9,68,231,2683
train,2330,9,5,7.7,5,11,9.3,2,25,127.3,83,172,1299
train,2331,15,7,10.4,7,15,20.8,3,55,146.9,28,215,2672
train,2332,10,6,8.1,5,11,13.6,3,28,156.2,51,216,1779
train,2333,10,4,8,6,12,12.5,4,30,109.8,36,167,1303
train,2334,18,7,7.8,4,13,25,3,74,145.6,23,194,3211
train,2335,15,4,10.3,5,18,14.3,3,28,120.6,49,185,2178
train,2336,18,6,8,5,13,18.3,2,60,155,84,193,3264
train,2337,14,5,8.8,5,14,7,1,24,119.4,37,159,1893
train,2338,18,5,7,2,15,20.9,3,90,148,95,198,3166
train,2339,10,4,7.2,5,11,16.7,4,32,139.5,45,307,1634
train,2340,11,4,10.5,8,13,23.3,2,58,140.1,85,170,1913
train,2341,10,3,7.7,5,13,26.3,6,63,132.3,64,197,1663
train,2342,10,5,7.2,4,10,14.5,2,40,142.1,110,162,1638
train,2343,10,3,8.4,5,11,17.5,4,67,154.1,123,173,1800
train,2344,14,7,7.3,3,10,13.4,1,38,134.8,62,185,2177
train,2345,17,7,7.6,5,11,10.6,1,26,134.5,45,177,2598
train,2346,12,3,8,5,12,12.3,4,33,162.7,136,200,2196
train,2347,17,6,8.5,5,15,14.8,1,58,151,116,191,2963
train,2348,15,8,8.2,4,12,24.9,3,65,141.7,94,174,2621
train,2349,11,4,7.3,5,11,11.4,4,39,133.5,72,171,1673
train,2350,11,4,6.5,4,11,16,2,76,169.4,69,189,2110
train,2351,12,4,7,5,10,13.4,6,29,118.8,40,170,1671
train,2352,18,4,6.8,4,13,8.7,1,22,127.7,23,164,2577
train,2353,10,5,7.7,5,10,9.7,1,41,159.2,138,239,1766
train,2354,18,6,8.7,5,15,19.4,2,111,160.9,69,257,3402
train,2355,15,7,7.3,4,13,14.5,2,60,117.2,49,169,2084
train,2356,15,5,7.8,5,13,16,1,38,135.9,77,171,2396
train,2357,12,5,7.8,5,16,12.3,2,57,129.2,20,202,1792
train,2358,12,4,6.1,2,13,5.5,1,17,132.9,68,153,1734
train,2359,11,2,8,5,13,9.6,2,21,147.6,94,186,1818
train,2360,18,5,7.7,4,12,15.1,1,47,145.4,89,219,3028
train,2361,10,3,8.3,6,11,27.7,4,66,127.5,80,157,1635
train,2362,16,5,9.5,2,18,12.4,2,42,133.2,86,163,2482
train,2363,11,3,7,4,11,28.8,2,92,148.5,91,186,2028
train,2364,18,6,8.1,5,19,19.6,1,43,127.6,53,185,2793
train,2365,12,5,6.9,4,9,8.8,1,32,139.8,91,212,1866
train,2366,6,2,7.3,5,9,25.3,2,39,158.8,77,203,1149
train,2367,18,2,7.1,3,16,23.6,4,42,137.4,117,170,3025
train,2368,10,3,8.9,5,17,11.4,2,29,160.2,131,176,1805
train,2369,11,5,9.5,7,12,15.5,1,31,129,22,209,1693
train,2370,17,6,7.3,3,12,17.6,3,49,140.3,76,223,2808
train,2371,11,5,9.5,5,13,13.5,2,25,139.4,113,189,1787
train,2372,10,4,8.5,7,13,9.8,1,44,146.4,131,168,1647
train,2373,15,2,6.9,4,10,19.5,1,60,140.8,118,171,2507
train,2374,15,7,7.7,5,11,15.5,3,43,153.2,65,204,2646
train,2375,12,5,9.2,6,12,19.1,4,60,115.4,8,178,1724
train,2376,11,5,9.8,5,18,11.2,2,22,160.2,123,193,1993
train,2377,10,2,6.2,5,8,19.2,2,71,137.6,89,160,1630
train,2378,12,6,8.2,5,12,10.3,1,28,146.2,83,179,1976
train,2379,9,4,8.7,5,14,20.1,4,48,136,106,170,1483
train,2380,18,6,6.7,5,10,10.7,4,40,150.6,104,189,3024
train,2381,13,4,7.8,5,12,29.8,4,63,145.2,59,188,2377
train,2382,17,7,9.8,5,16,16.8,2,48,153.1,130,203,3056
train,2383,11,4,8,5,12,10.6,1,23,116.8,63,142,1490
train,2384,12,4,7.8,5,15,9.3,4,15,151.1,124,184,2019
train,2385,10,3,7.2,4,16,15.1,4,56,155.4,134,178,1777
train,2386,12,3,8,5,11,13,3,45,145.2,113,205,1994
train,2387,17,6,11.4,5,21,15.4,1,35,141.1,37,182,2853
train,2388,18,6,7.3,5,11,11.8,3,72,161.8,102,197,3256
train,2389,12,4,10.1,5,20,16.5,4,59,152.9,139,167,2154
train,2390,12,4,7.7,5,13,6.8,1,14,141,134,150,1866
train,2391,12,5,8.6,4,13,25.5,6,54,145.2,56,228,2152
train,2392,11,3,8.9,5,17,21.4,1,106,148.5,124,294,1966
train,2393,11,4,11.5,6,21,18.5,4,43,153.1,48,210,2014
train,2394,18,5,6.8,4,10,11.4,4,43,154.3,92,256,3105
train,2395,11,4,7.8,5,10,10.4,2,41,133.4,48,175,1667
train,2396,11,4,5.6,5,8,9.9,2,54,138.4,92,169,1693
train,2397,12,5,6.5,5,9,9.8,1,22,138.6,54,223,1859
train,2398,11,6,8.9,4,15,14.1,2,30,126.5,30,174,1645
train,2399,10,3,9.1,4,13,22.3,5,60,109.8,24,204,1412
train,2400,9,2,7.2,4,10,13.4,5,23,179.1,121,307,1798
train,2401,15,6,7.9,5,11,15.5,5,68,123.4,12,176,2203
train,2402,18,6,8.1,5,14,15.7,2,90,156.3,72,197,3242
train,2403,10,3,8.2,5,12,14.2,4,43,151.9,130,182,1743
train,2404,10,4,6.7,5,9,6.3,2,13,138.5,95,162,1515
train,2405,15,5,8.2,5,12,13.1,4,32,149.8,121,177,2566
train,2406,11,6,8.1,5,15,21.9,6,47,142.5,91,214,1898
train,2407,10,3,8.4,6,15,10.8,4,22,141.2,104,196,1604
train,2408,13,5,7.8,4,12,18.2,2,57,137.4,57,180,2124
train,2409,10,3,9.3,4,14,11.5,2,22,141.4,77,170,1622
train,2410,18,6,8.2,5,12,6.9,1,30,139.6,60,192,2784
train,2411,16,4,7.4,4,12,13.8,2,52,157.2,126,197,2855
train,2412,10,5,9.6,5,13,23.8,4,76,158.7,136,186,1921
train,2413,10,5,8.5,5,16,11.8,2,26,132.3,53,166,1526
train,2414,18,5,7.1,5,11,13.2,2,32,133.5,22,183,2768
train,2415,10,5,7.7,5,12,17.4,1,48,161.3,83,233,1864
train,2416,15,5,6.7,4,10,16.7,2,47,152.1,68,216,2633
train,2417,15,8,8.7,6,14,12.5,2,26,109.5,17,172,1959
train,2418,15,4,8.2,5,12,11.1,1,28,142.9,46,171,2433
train,2419,5,2,7.8,4,11,9,2,21,133.6,84,162,752
train,2420,13,4,11.2,6,17,19.5,2,71,145.7,49,190,2293
train,2421,18,5,7.7,6,12,13.1,1,42,146.1,44,226,3005
train,2422,10,5,8.4,5,13,9.8,2,25,115.4,24,148,1336
train,2423,20,12,8.3,4,12,12.2,2,28,141.3,74,183,3236
train,2424,13,6,8.1,5,15,8.8,2,24,137.8,27,184,2010
train,2425,17,5,8,5,16,16.3,2,36,132.1,74,202,2658
train,2426,13,6,6.8,4,15,9.3,2,27,163.2,147,204,2331
train,2427,8,4,8.6,5,13,18.6,7,32,135.4,70,185,1301
train,2428,12,4,8.7,7,12,14.2,1,38,117.7,46,177,1686
train,2429,18,7,8.9,4,14,18.9,2,58,139.8,77,199,3016
train,2430,10,3,8,5,12,14.3,1,56,152.1,111,178,1744
train,2431,11,4,8.9,3,14,8.8,1,21,147.1,27,208,1813
train,2432,11,4,6.9,4,10,16.7,2,75,140.5,20,270,1806
train,2433,15,6,8.4,6,11,18.4,3,52,134.3,50,157,2417
train,2434,18,5,8.2,4,18,17.3,2,37,130.3,31,223,2805
train,2435,10,4,10,5,17,29.5,3,67,156.7,89,187,1962
train,2436,11,4,7.4,5,10,12.2,1,26,150.6,132,194,1872
train,2437,11,7,9.5,6,17,18.6,4,51,135.9,80,189,1805
train,2438,12,5,8.5,5,17,18.8,3,59,145.2,60,199,2071
train,2439,18,7,8.4,5,14,14.5,3,47,115.2,13,197,2487
train,2440,10,4,7.9,5,13,9.9,3,22,136.2,87,171,1540
train,2441,15,3,8.1,4,20,14.2,2,43,152.5,117,185,2622
train,2442,10,4,7.7,6,11,6.1,1,15,133.2,82,171,1470
train,2443,10,5,10.7,5,16,13,2,39,153,131,198,1767
train,2444,19,4,7.9,4,16,10.2,1,45,150.3,51,179,3198
train,2445,18,5,7.9,3,21,15.4,2,37,149.4,123,216,3109
train,2446,18,4,6.5,2,9,19.6,2,49,155.9,50,194,3276
train,2447,12,4,9.5,5,20,12.2,2,37,148.2,84,167,2039
train,2448,15,4,7.7,5,13,19,4,42,116.1,16,190,2142
train,2449,11,9,7.7,5,10,11,4,42,152.1,134,172,1879
train,2450,5,3,8,5,9,15,5,27,106,58,165,645
train,2451,14,5,8.1,5,13,16.9,1,61,165.9,145,186,2672
train,2452,12,5,8.8,6,14,8.5,2,28,139.6,86,163,1882
train,2453,11,3,7.8,6,10,11.8,4,34,120.2,92,147,1538
train,2454,10,2,7.4,5,14,21.2,4,61,154.9,93,191,1835
train,2455,10,4,7.9,6,10,12.9,4,27,138.3,39,155,1591
train,2456,10,3,8.3,5,13,11.8,1,24,128.3,69,184,1484
train,2457,13,4,9.5,5,18,13,2,29,123.4,28,194,1897
train,2458,18,8,9,4,15,21.2,2,94,125.3,19,180,2799
train,2459,11,4,7.5,5,16,13.3,4,58,151.5,57,216,1895
train,2460,12,5,8.2,5,14,13.7,4,28,113,40,158,1619
train,2461,16,4,7.9,3,14,10.8,1,26,135.2,85,175,2462
train,2462,13,7,7.2,4,17,22.8,4,61,134.5,30,178,2138
train,2463,10,5,7.3,4,12,11.6,1,35,158.9,139,180,1778
train,2464,15,5,7.5,4,14,15.3,1,62,154.2,98,212,2655
train,2465,13,4,7.7,4,12,14,2,49,158.5,87,237,2343
train,2466,11,2,6.4,4,10,10.4,2,22,150,12,240,1834
train,2467,14,5,8.3,5,16,15.3,2,42,146.8,66,316,2385
train,2468,16,6,9.4,5,14,17.9,2,51,138.1,19,215,2646
train,2469,6,5,9.3,7,13,14,4,27,134.5,117,145,947
train,2470,15,8,6.4,4,9,14.2,3,34,144.7,109,189,2480
train,2471,10,4,7.2,5,11,18,1,60,144,38,180,1692
train,2472,16,4,8.1,5,12,10.4,2,36,131.6,63,168,2402
train,2473,10,3,8.1,4,14,16.1,1,46,151.2,131,184,1754
train,2474,13,4,8.5,5,16,21.3,2,102,116.9,46,161,1908
train,2475,10,4,7.1,4,10,21.9,3,42,130.9,82,167,1599
train,2476,11,3,8.5,5,13,14.1,4,28,142.5,102,167,1817
train,2477,14,4,7.8,5,12,9.6,2,28,145.1,34,179,2275
train,2478,16,1,6.7,5,10,17.7,3,56,158.4,129,198,2924
train,2479,10,3,7.3,5,11,14.8,1,34,137.3,57,165,1594
train,2480,10,4,6.8,2,14,13.2,3,45,146.4,133,172,1664
train,2481,10,3,7.5,5,12,18.6,3,47,149.5,85,179,1756
train,2482,11,3,7.8,3,12,5,1,14,154.1,143,168,1836
train,2483,12,5,7.4,4,14,8.7,2,22,161.3,145,207,2129
train,2484,13,6,7.8,4,13,18.9,2,48,146.2,60,217,2247
train,2485,11,6,9.5,7,11,12.6,2,27,148.2,122,170,1873
train,2486,14,4,8.7,5,14,13.9,4,35,141.3,60,223,2295
train,2487,12,3,7,5,10,19.9,3,49,161.2,140,239,2257
train,2488,16,4,7.5,4,14,16.7,1,57,167.8,71,293,3072
train,2489,15,3,6.7,3,13,20.1,4,39,131,34,168,2368
train,2490,17,6,7.8,5,14,7.3,1,20,142.5,36,219,2679
train,2491,13,5,8.2,5,13,26.2,2,70,133.4,26,181,2180
train,2492,9,2,5.9,4,8,19.1,1,42,112.3,21,154,1236
train,2493,17,4,7.4,5,12,14.6,2,39,136.1,77,159,2687
train,2494,7,2,7.3,5,12,16,4,31,142.1,116,170,1158
train,2495,18,5,8.6,5,13,18.8,4,54,140.1,71,180,3015
train,2496,10,3,6.8,5,10,17.3,2,49,123.8,21,177,1479
train,2497,10,4,7.8,5,12,37.1,22,47,138.3,96,161,1832
train,2498,19,4,7.6,2,14,12,1,39,146.5,63,183,3157
train,2499,10,4,7,5,9,5.6,2,12,131.4,90,160,1440
train,2500,11,3,8.5,6,12,9.9,1,17,132.9,41,215,1664
train,2501,18,5,6.5,3,10,25.8,3,103,141.4,65,213,3127
train,2502,10,7,7.7,5,14,30.7,5,61,108,46,144,1464
train,2503,11,3,9.9,5,13,24.3,6,51,143.5,113,167,1954
train,2504,14,4,8.3,5,12,25.7,10,64,149.3,64,239,2566
train,2505,18,3,7.9,5,11,13.5,3,98,134.7,15,199,2810
train,2506,10,5,8.4,5,12,26.6,7,42,165.3,55,315,2003
train,2507,10,4,7.1,5,11,10,1,34,138.9,94,226,1560
train,2508,15,5,6.5,4,12,9.3,1,29,136.2,42,212,2281
train,2509,10,3,7.7,5,12,12.5,2,27,142.5,123,163,1627
train,2510,13,4,7.5,4,13,11.2,3,44,169.4,141,181,2444
train,2511,14,3,7.6,5,14,12.5,4,36,149.4,57,171,2374
train,2512,10,2,7.1,4,11,23.3,4,55,133,90,164,1634
train,2513,17,4,6.9,5,10,20.2,1,54,129.8,36,176,2668
train,2514,11,3,7.6,5,14,16.1,4,32,142.4,129,183,1827
train,2515,11,5,8.1,5,12,9,2,29,166.2,90,254,2016
train,2516,11,5,8.1,4,11,18.6,2,66,128.6,79,186,1709
train,2517,11,5,8.7,6,11,8.8,2,16,180.5,112,272,2179
train,2518,10,2,6.9,5,9,11.7,4,16,157.8,137,189,1764
train,2519,17,6,9.4,5,16,20.4,4,108,151.5,73,273,3082
train,2520,14,3,8.8,5,21,11.4,2,27,99.6,22,156,1677
train,2521,16,4,7,4,12,19.8,3,59,129.3,53,225,2497
train,2522,10,6,8.7,4,12,19,3,44,127.8,46,191,1555
train,2523,11,4,7.5,5,10,6.5,2,15,133,45,164,1616
train,2524,10,2,10.2,7,18,21,2,40,158.8,108,200,1900
train,2525,11,5,8.9,5,14,16.3,3,34,144.5,119,163,1866
train,2526,17,4,12,7,22,36.1,4,113,157.8,111,196,3501
train,2527,18,6,7.8,5,15,22.8,4,74,133.2,19,179,2948
train,2528,11,5,12,6,20,27.2,1,61,132.2,78,181,1885
train,2529,10,3,9.2,5,17,17.3,3,41,138.7,74,163,1652
train,2530,12,3,8.5,4,15,25.8,2,62,153.2,135,170,2250
train,2531,15,7,7.1,4,10,25.5,3,85,137.7,47,198,2553
train,2532,11,3,8.2,5,14,12.5,4,36,120.2,54,164,1549
train,2533,10,6,7.5,5,10,17.8,4,56,143.6,85,175,1689
train,2534,11,3,6.8,3,14,10.5,2,30,148.1,66,174,1819
train,2535,11,5,7.2,4,13,15.2,3,35,140.3,86,160,1789
train,2536,16,7,8.4,5,15,22.9,2,55,143.7,125,186,2801
train,2537,5,2,7.4,6,10,19.2,4,58,119,27,142,728
train,2538,10,3,9.4,6,13,14,4,43,135.1,30,171,1585
train,2539,18,5,6.4,2,9,23.7,2,76,129.4,55,172,2871
train,2540,18,6,7.6,5,13,14.7,2,74,130.8,51,174,2755
train,2541,18,4,7.2,4,9,14.1,3,46,141.8,65,198,2935
train,2542,16,8,9,4,17,13.7,2,38,128,51,166,2411
train,2543,10,5,8.8,4,19,23.3,4,57,129.5,44,189,1616
train,2544,10,5,9.3,7,13,17.8,4,44,123.9,63,152,1510
train,2545,12,6,7.3,5,10,17.5,1,60,106.4,10,157,1575
train,2546,13,7,6.3,4,10,17.9,5,34,125.5,28,184,1947
train,2547,10,1,8.1,6,11,15.1,1,47,177.7,45,389,2009
train,2548,18,6,8.9,5,15,16.7,4,46,132.5,36,187,2845
train,2549,16,8,8.3,4,12,11.1,1,33,142.2,61,186,2586
train,2550,15,3,7.5,5,13,25.6,5,52,151.5,65,188,2769
train,2551,18,7,8.6,5,12,15.3,1,36,127,64,184,2715
train,2552,10,4,8.6,5,14,12.9,1,34,124.3,31,156,1458
train,2553,18,6,6.8,4,11,15.9,2,107,157.2,46,216,3238
train,2554,6,1,7,3,9,14.3,2,54,151.5,151,153,1037
train,2555,11,5,8.5,4,13,19.9,1,70,118.9,30,143,1620
train,2556,12,5,6.6,2,10,15.3,2,37,144.1,131,170,1992
train,2557,10,3,6.8,5,11,22.2,4,48,144.5,34,182,1735
train,2558,12,3,9.3,5,22,13.6,2,43,162.4,130,171,2224
train,2559,12,4,8,5,10,16.3,2,31,163.8,118,190,2257
train,2560,12,3,7.1,5,17,14.4,4,39,115.4,39,190,1643
train,2561,15,3,7.3,2,14,7.9,1,30,154.6,143,172,2548
train,2562,13,6,11.3,6,23,14.9,2,42,120.8,35,171,1911
train,2563,6,2,7.5,5,12,7,2,15,143.8,117,162,950
train,2564,10,5,6,4,10,9.3,4,20,150.6,124,167,1659
train,2565,13,3,8.4,6,12,6.8,2,22,139.7,38,199,2014
train,2566,10,4,7.5,4,10,12.9,1,31,160.7,148,196,1811
train,2567,10,4,7.7,5,10,20.1,3,67,142.1,23,181,1699
train,2568,10,3,9.4,5,15,14.2,2,53,126.5,16,166,1501
train,2569,12,6,6.9,4,12,7.5,1,19,145.2,101,192,1915
train,2570,11,5,11,7,24,17.7,2,48,124.3,27,180,1683
train,2571,10,3,7.9,5,11,23.7,3,62,154,128,171,1856
train,2572,10,5,10,4,15,12.9,4,38,145.6,113,163,1685
train,2573,15,4,7.8,4,11,18.7,3,47,157.7,124,183,2763
train,2574,10,3,7.6,5,16,15.2,2,54,142,44,199,1648
train,2575,16,5,8.3,2,17,20.4,2,53,153.9,99,226,2922
train,2576,18,4,11.3,6,18,11,2,36,156.9,103,201,3227
train,2577,18,7,8.6,5,12,17.3,2,60,123.1,32,157,2683
train,2578,17,5,9.1,4,16,11.5,3,40,145.4,82,162,2821
train,2579,11,4,9.2,7,15,18.2,3,39,144.8,123,175,1894
train,2580,11,3,6.5,5,9,17.9,2,51,133.2,48,166,1733
train,2581,16,4,6.8,2,14,10.7,4,25,138.9,25,203,2501
train,2582,12,7,9.2,6,13,21.3,4,52,132.3,38,189,1955
train,2583,18,5,6.2,3,9,7.7,2,29,148,130,174,2913
train,2584,12,3,7.2,2,11,27.9,5,55,143,84,207,2137
train,2585,11,5,8.2,7,9,12.5,2,27,99.1,22,179,1317
train,2586,11,4,10.7,3,18,14.8,1,33,102.3,40,163,1406
train,2587,18,6,8.3,5,15,22.2,4,89,135.7,35,200,2992
train,2588,15,6,7.1,5,9,8.1,1,23,130.7,43,181,2188
train,2589,13,7,8.5,5,16,10.9,3,30,150.3,120,170,2206
train,2590,17,5,7.9,4,12,22.2,3,71,149.6,70,184,3056
train,2591,11,4,7.6,4,12,16.8,6,32,129.4,38,230,1692
train,2592,15,3,7.2,5,10,14.2,2,33,149.4,111,246,2562
train,2593,10,5,10.4,5,17,18.9,2,65,127.5,53,178,1568
train,2594,12,5,8.5,5,16,13.8,3,54,175.8,121,395,2376
train,2595,15,6,6.6,4,9,8.6,2,45,142.3,75,201,2362
train,2596,7,2,6.3,4,9,8.7,2,22,137.1,125,158,1065
train,2597,18,6,8.1,4,16,11.9,3,31,128.9,41,248,2681
train,2598,10,4,7.1,5,10,10,4,16,112,27,188,1291
train,2599,11,3,8.3,6,11,25,4,43,111.7,23,160,1595
train,2600,11,4,8.6,5,14,7.4,2,15,136.9,52,186,1682
train,2601,18,5,9.1,5,18,14.2,1,50,144.4,64,176,3018
train,2602,11,5,8.9,5,11,7.2,2,15,153.9,127,192,1870
train,2603,12,5,7.2,5,10,11.8,2,22,137.1,27,170,1873
train,2604,10,2,7.1,4,9,6.8,1,16,144.2,135,156,1581
train,2605,11,3,7.8,5,11,9.5,3,27,172.6,134,268,2090
train,2606,10,2,7.4,4,10,23,1,58,163.4,65,249,1938
train,2607,11,4,9.5,6,19,20.7,3,68,158.9,108,186,2081
train,2608,12,6,8.5,6,12,9.3,2,25,146.1,21,312,1967
train,2609,11,4,8.6,6,12,16.5,2,43,162.6,114,227,2065
train,2610,12,4,6.9,5,11,14.5,3,34,151.1,70,240,2070
train,2611,15,3,7.9,4,12,18,4,77,153.1,67,231,2686
train,2612,12,6,7.9,6,13,26.5,4,104,144.2,53,189,2144
train,2613,15,6,7.2,2,12,14.2,4,31,132.2,38,167,2304
train,2614,11,3,8.7,4,17,19.4,4,33,141.4,60,217,1864
train,2615,13,3,9.4,6,12,24.5,1,74,137.3,118,156,2226
train,2616,15,4,9.2,6,14,19.5,6,35,131.2,95,179,2398
train,2617,15,5,8.3,5,12,12.4,2,27,158.1,112,195,2682
train,2618,16,5,9.6,5,15,30.1,4,90,152.1,70,249,3067
train,2619,10,3,9.2,5,14,14.2,4,30,117.9,26,157,1413
train,2620,10,2,7.3,5,14,24.5,17,44,98.5,34,145,1303
train,2621,10,3,8.3,6,12,17.2,4,60,134.1,114,161,1596
train,2622,11,5,8.2,5,11,20,8,32,124.5,53,163,1680
train,2623,10,4,5.9,4,10,19.1,4,50,113.1,13,167,1381
train,2624,18,5,8.2,3,15,16.1,2,45,138.5,46,173,2929
train,2625,18,4,8,4,20,19.3,2,79,149.9,109,211,3189
train,2626,18,8,7.9,6,10,12.1,2,46,153,121,247,3113
train,2627,14,5,9.5,5,20,13.1,4,26,153.3,101,209,2462
train,2628,14,5,6.6,2,9,13.1,1,43,147.3,102,182,2338
train,2629,11,3,7.3,4,10,13.5,2,37,137.6,120,155,1742
train,2630,16,4,9.1,7,14,10.4,2,30,137.8,30,222,2518
train,2631,18,6,9.3,5,15,15.5,1,41,161.8,49,219,3360
train,2632,10,4,8,5,12,7.9,2,19,160.3,65,191,1762
train,2633,10,3,8,6,10,20.8,2,43,125.1,65,222,1539
train,2634,18,6,7.4,2,13,29.4,3,101,138.8,46,255,3163
train,2635,16,5,8.7,3,14,14.8,1,35,135.9,76,178,2550
train,2636,10,2,7.1,5,9,18.6,3,44,157.6,70,232,1833
train,2637,13,4,8.4,5,16,17.8,3,46,144,59,180,2213
train,2638,5,3,6.6,5,10,25.2,18,34,149.6,138,161,907
train,2639,18,4,7.4,3,11,15.6,1,56,123.8,74,167,2642
train,2640,15,5,7.2,4,10,21.6,4,46,139.1,52,217,2518
train,2641,17,4,10,4,20,9.1,3,27,122.4,33,166,2405
train,2642,12,4,7.2,4,12,25.9,1,66,154.9,23,197,2257
train,2643,14,4,9.2,5,17,10.7,2,41,113.5,38,157,1868
train,2644,10,6,6.9,4,10,7.3,3,13,123.1,21,173,1373
train,2645,17,1,6.6,4,10,21.6,5,42,145.4,99,201,2950
train,2646,10,4,8.9,5,13,19,4,55,138.8,65,174,1667
train,2647,10,2,7,5,11,51.8,3,154,143,55,230,2018
train,2648,11,4,9,6,15,12.1,2,33,135.2,88,193,1719
train,2649,10,3,8.2,5,11,23.5,2,56,154.3,93,188,1860
train,2650,10,4,7.8,4,12,7.1,3,13,136.8,130,156,1517
train,2651,10,3,6.9,4,10,12.8,1,34,136.4,40,169,1561
train,2652,17,5,9.9,5,15,30.7,4,70,124.7,36,173,2811
train,2653,12,5,9,4,14,14,4,40,159.4,26,232,2189
train,2654,10,5,8.9,5,13,27.8,4,70,141.5,106,196,1782
train,2655,13,7,9.1,5,16,19.5,4,63,133.1,85,172,2102
train,2656,13,4,9.6,5,17,11.8,3,41,141.8,125,166,2123
train,2657,12,4,8.6,4,14,10.8,2,26,148.2,103,172,2011
train,2658,10,5,8.1,5,12,23.5,3,51,93.4,19,151,1250
train,2659,15,4,7.4,2,15,27,2,119,132.6,45,202,2505
train,2660,7,2,6.9,5,10,15.1,3,44,150,130,178,1204
train,2661,11,2,9.2,5,14,34.1,9,72,144.1,97,169,2061
train,2662,10,4,7.4,3,14,10.6,1,64,160.6,104,190,1786
train,2663,14,7,9.6,4,18,13,2,30,127.1,60,179,2095
