feedback_config,task_id,turn_count,q_avg,q_min,q_max,a_avg,a_min,a_max,total_turn_tokens,final_label
CF_SEF,BigCodeBench/467,10,1,1,1,149.3,108,196,1503,pass
CF_SEF,BigCodeBench/468,10,102.1,1,363,159.7,125,234,2618,pass
CF_SEF,BigCodeBench/469,10,107.6,77,383,1443.2,407,1691,15508,fail
CF_SEF,BigCodeBench/470,10,40.9,1,400,286.4,236,336,3273,pass
CF_SEF,BigCodeBench/471,10,123.5,78,334,1400.3,103,1712,15238,fail
CF_SEF,BigCodeBench/472,10,358.7,282,441,310.4,277,447,6691,fail
CF_SEF,BigCodeBench/473,10,124.7,1,426,215.6,41,339,3403,pass
CF_SEF,BigCodeBench/474,10,77.8,1,409,269.1,56,383,3469,pass
CF_SEF,BigCodeBench/475,10,427.6,394,451,537.7,507,546,9653,fail
CF_SEF,BigCodeBench/476,10,30.8,1,299,308.5,253,357,3393,pass
CF_SEF,BigCodeBench/477,10,376.3,326,425,239.3,60,297,6156,fail
CF_SEF,BigCodeBench/478,10,369.7,332,388,137.1,20,213,5068,fail
CF_SEF,BigCodeBench/479,10,172.4,1,375,185,32,422,3574,pass
CF_SEF,BigCodeBench/480,10,99.5,78,293,1499.5,293,1634,15990,fail
CF_SEF,BigCodeBench/481,10,117.9,99,288,1308.8,191,1433,14267,fail
CF_SEF,BigCodeBench/482,10,105.8,78,356,1360.3,561,1676,14661,fail
CF_SEF,BigCodeBench/483,10,155,78,344,936.1,264,1563,10911,fail
CF_SEF,BigCodeBench/484,10,370,345,397,470,467,497,8400,fail
CF_SEF,BigCodeBench/485,10,375.6,338,409,424.3,53,1290,7999,fail
CF_SEF,BigCodeBench/486,10,392.9,319,484,97.9,47,229,4908,fail
CF_SEF,BigCodeBench/487,10,1,1,1,483,483,483,4840,pass
CF_SEF,BigCodeBench/488,10,108.6,78,384,1534.2,366,1664,16428,fail
CF_SEF,BigCodeBench/489,10,123.1,1,448,520.7,486,576,6438,pass
CF_SEF,BigCodeBench/490,10,1,1,1,263,173,305,2640,pass
CF_SEF,BigCodeBench/491,10,1116.2,461,1189,1356.2,405,1546,24724,fail
CF_SEF,BigCodeBench/492,10,364.3,326,403,447.3,443,454,8116,fail
CF_SEF,BigCodeBench/493,10,368.2,333,419,469.7,451,494,8379,fail
CF_SEF,BigCodeBench/494,10,388.5,329,439,434.8,418,442,8233,fail
CF_SEF,BigCodeBench/495,10,1,1,1,284.5,173,416,2855,pass
CF_SEF,BigCodeBench/496,10,28.4,1,275,428.5,363,507,4569,pass
CF_SEF,BigCodeBench/497,10,36.2,1,353,130.8,39,197,1670,pass
CF_SEF,BigCodeBench/498,10,1,1,1,138,115,171,1390,pass
CF_SEF,BigCodeBench/499,10,285.7,87,325,232.6,34,1666,5183,fail
CF_SEF,BigCodeBench/500,10,1,1,1,909,214,1646,9100,pass
CF_SEF,BigCodeBench/501,10,288.6,1,386,184.3,38,466,4729,pass
CF_SEF,BigCodeBench/502,10,106.1,1,389,226.4,54,412,3325,pass
CF_SEF,BigCodeBench/503,10,339,282,425,190.2,69,251,5292,fail
CF_SEF,BigCodeBench/504,10,32.4,1,315,212.2,176,256,2446,pass
CF_SEF,BigCodeBench/505,10,1,1,1,171.7,133,200,1727,pass
CF_SEF,BigCodeBench/506,10,392.7,358,464,810.4,563,1537,12031,fail
CF_SEF,BigCodeBench/507,10,370.1,334,416,384.9,349,400,7550,fail
CF_SEF,BigCodeBench/508,10,1,1,1,205.6,172,244,2066,pass
CF_SEF,BigCodeBench/509,10,440.5,411,463,601.8,597,640,10423,fail
CF_SEF,BigCodeBench/510,10,66.8,1,333,165.3,141,199,2321,pass
CF_SEF,BigCodeBench/511,10,399.4,368,453,376.7,362,414,7761,fail
CF_SEF,BigCodeBench/512,10,268.8,1,416,491,392,951,7598,pass
CF_SEF,BigCodeBench/513,10,401.2,372,456,297.4,39,565,6986,fail
CF_SEF,BigCodeBench/514,10,109.5,78,393,1249,281,1588,13585,fail
CF_SEF,BigCodeBench/515,10,1,1,1,416.8,361,463,4178,pass
CF_SEF,BigCodeBench/516,10,38.2,1,373,441.3,372,517,4795,pass
CF_SEF,BigCodeBench/517,10,1,1,1,272,272,272,2730,pass
CF_SEF,BigCodeBench/518,10,357.4,305,403,359.2,243,388,7166,fail
CF_SEF,BigCodeBench/519,10,173.9,1,334,141.1,131,168,3150,pass
CF_SEF,BigCodeBench/520,10,345.6,81,409,261.2,147,617,6068,fail
CF_SEF,BigCodeBench/521,10,105.4,75,379,290.5,214,299,3959,fail
CF_SEF,BigCodeBench/522,10,375.6,364,421,439.4,411,477,8150,fail
CF_SEF,BigCodeBench/523,10,310.3,1,371,273.1,229,349,5834,pass
CF_SEF,BigCodeBench/524,10,384.4,352,432,471.9,403,517,8563,fail
CF_SEF,BigCodeBench/525,10,160,78,363,955.8,201,1588,11158,fail
CF_SEF,BigCodeBench/526,10,356.1,320,399,306.8,286,311,6629,fail
CF_SEF,BigCodeBench/527,10,105.6,78,354,895.3,239,1036,10009,fail
CF_SEF,BigCodeBench/528,10,374.6,313,489,349.8,308,377,7244,fail
CF_SEF,BigCodeBench/529,10,43.4,1,425,447.2,368,512,4906,pass
CF_SEF,BigCodeBench/530,10,81.1,1,425,563.6,486,668,6447,pass
CF_SEF,BigCodeBench/531,10,323.5,295,403,378.3,350,432,7018,fail
CF_SEF,BigCodeBench/532,10,162.9,75,394,571.3,427,629,7342,fail
CF_SEF,BigCodeBench/533,10,410.4,333,434,343.7,151,1438,7541,fail
CF_SEF,BigCodeBench/534,10,377.1,296,397,262,192,278,6391,fail
CF_SEF,BigCodeBench/535,10,247.1,1,492,471.5,423,538,7186,pass
CF_SEF,BigCodeBench/536,10,1,1,1,211.2,167,263,2122,pass
CF_SEF,BigCodeBench/537,10,32.8,1,319,218.9,168,280,2517,pass
CF_SEF,BigCodeBench/538,10,122.4,88,432,54.8,27,305,1772,fail
CF_SEF,BigCodeBench/539,10,1,1,1,439.5,387,499,4405,pass
CF_SEF,BigCodeBench/540,10,405.1,376,441,335.2,302,370,7403,fail
CF_SEF,BigCodeBench/541,10,36.2,1,353,293.9,167,376,3301,pass
CF_SEF,BigCodeBench/542,10,1,1,1,447.5,281,646,4485,pass
CF_SEF,BigCodeBench/543,10,35.9,1,350,158.6,130,186,1945,pass
CF_SEF,BigCodeBench/544,10,34.2,1,333,192.9,135,263,2271,pass
CF_SEF,BigCodeBench/545,10,66.5,1,342,441.6,188,649,5081,pass
CF_SEF,BigCodeBench/546,10,1,1,1,177,177,177,1780,pass
CF_SEF,BigCodeBench/547,10,1,1,1,127.8,90,160,1288,pass
CF_SEF,BigCodeBench/548,10,33.6,1,327,226,179,283,2596,pass
CF_SEF,BigCodeBench/549,10,1,1,1,261.9,225,302,2629,pass
CF_SEF,BigCodeBench/550,10,60,1,319,289.9,259,329,3499,pass
CF_SEF,BigCodeBench/551,10,107.1,78,369,1466.2,316,1594,15733,fail
CF_SEF,BigCodeBench/552,10,1,1,1,361.7,269,468,3627,pass
CF_SEF,BigCodeBench/553,10,168.1,1,394,406.8,318,540,5749,pass
CF_SEF,BigCodeBench/554,10,1,1,1,339,339,339,3400,pass
CF_SEF,BigCodeBench/555,10,1,1,1,307,307,307,3080,pass
CF_SEF,BigCodeBench/556,10,1,1,1,289,289,289,2900,pass
CF_SEF,BigCodeBench/557,10,337.4,324,361,379.3,355,382,7167,fail
CF_SEF,BigCodeBench/558,10,148.7,1,385,225.1,180,300,3738,pass
CF_SEF,BigCodeBench/559,10,1,1,1,394.6,292,474,3956,pass
CF_SEF,BigCodeBench/560,10,411.1,380,483,327.1,37,506,7382,fail
CF_SEF,BigCodeBench/561,10,34.7,1,338,117,36,166,1517,pass
CF_SEF,BigCodeBench/562,10,358.4,305,408,180.7,29,286,5391,fail
CF_SEF,BigCodeBench/563,10,1,1,1,169.2,128,212,1702,pass
CF_SEF,BigCodeBench/564,10,33.9,1,330,326.3,270,390,3602,pass
CF_SEF,BigCodeBench/565,10,272.4,252,364,292.2,247,313,5646,fail
CF_SEF,BigCodeBench/566,10,29.3,1,284,284.3,262,310,3136,pass
CF_SEF,BigCodeBench/567,10,197.8,1,421,260.6,202,322,4584,pass
CF_SEF,BigCodeBench/568,10,176.7,1,381,238.5,20,355,4152,pass
CF_SEF,BigCodeBench/569,10,307.5,245,345,235.9,226,245,5434,fail
CF_SEF,BigCodeBench/570,10,304.6,290,329,297.8,293,318,6024,fail
CF_SEF,BigCodeBench/571,10,357.6,335,395,306.7,260,562,6643,fail
CF_SEF,BigCodeBench/572,10,34.7,1,338,262.4,200,328,2971,pass
CF_SEF,BigCodeBench/573,10,325.4,307,347,50.5,28,253,3759,fail
CF_SEF,BigCodeBench/574,10,131.6,1,392,268,225,333,3996,pass
CF_SEF,BigCodeBench/575,10,350.2,339,363,62.4,47,132,4126,fail
CF_SEF,BigCodeBench/576,10,108.1,78,379,1247.9,284,1602,13560,fail
CF_SEF,BigCodeBench/577,10,1,1,1,263.8,210,329,2648,pass
CF_SEF,BigCodeBench/578,10,35.7,1,348,323.2,258,402,3589,pass
CF_SEF,BigCodeBench/579,10,348.3,330,389,382.7,366,390,7310,fail
CF_SEF,BigCodeBench/580,10,71.2,1,382,487.6,215,806,5588,pass
CF_SEF,BigCodeBench/581,10,337.6,322,395,227.5,191,257,5651,fail
CF_SEF,BigCodeBench/582,10,44.1,1,432,282.7,223,351,3268,pass
CF_SEF,BigCodeBench/583,10,197.4,1,461,267.3,213,347,4647,pass
CF_SEF,BigCodeBench/584,10,383.2,312,438,181.1,31,251,5643,fail
CF_SEF,BigCodeBench/585,10,382.8,336,408,174.1,39,282,5569,fail
CF_SEF,BigCodeBench/586,10,361.5,323,403,258.4,230,312,6199,fail
CF_SEF,BigCodeBench/587,10,266.6,1,373,410.5,382,460,6771,pass
CF_SEF,BigCodeBench/588,10,60.8,1,335,338.3,189,525,3991,pass
CF_SEF,BigCodeBench/589,10,1,1,1,411.2,224,600,4122,pass
CF_SEF,BigCodeBench/590,10,320.4,275,383,276.1,51,387,5965,fail
CF_SEF,BigCodeBench/591,10,398.5,364,469,458.2,367,500,8567,fail
CF_SEF,BigCodeBench/592,10,76,1,377,371.3,87,554,4473,pass
CF_SEF,BigCodeBench/593,10,166.6,1,442,416.7,311,615,5833,pass
CF_SEF,BigCodeBench/594,10,321.3,283,370,312.6,306,346,6339,fail
CF_SEF,BigCodeBench/595,10,101.8,77,325,296.3,296,299,3981,fail
CF_SEF,BigCodeBench/596,10,1,1,1,199.6,115,285,2006,pass
CF_SEF,BigCodeBench/597,10,32.9,1,320,232.3,154,313,2652,pass
CF_SEF,BigCodeBench/598,10,1,1,1,235,235,235,2360,pass
CF_SEF,BigCodeBench/599,10,263.8,1,426,447.7,260,1672,7115,pass
CF_SEF,BigCodeBench/600,10,1,1,1,276,276,276,2770,pass
CF_SEF,BigCodeBench/601,10,367.4,321,401,215.1,23,282,5825,fail
CF_SEF,BigCodeBench/602,10,353.4,296,382,232.9,160,241,5863,fail
CF_SEF,BigCodeBench/603,10,32.2,1,313,212.4,171,251,2446,pass
CF_SEF,BigCodeBench/604,10,67.2,1,399,259,236,284,3262,pass
CF_SEF,BigCodeBench/605,10,1,1,1,281,218,332,2820,pass
CF_SEF,BigCodeBench/606,10,96.9,1,337,293,180,334,3899,pass
CF_SEF,BigCodeBench/607,10,244.6,95,377,246,75,412,4906,fail
CF_SEF,BigCodeBench/608,10,109.9,77,406,454.9,314,608,5648,fail
CF_SEF,BigCodeBench/609,10,375.5,337,405,494.6,320,1704,8701,fail
CF_SEF,BigCodeBench/610,10,61.2,1,333,409.7,303,559,4709,pass
CF_SEF,BigCodeBench/611,10,108.2,77,389,1150.2,314,1605,12584,fail
CF_SEF,BigCodeBench/612,10,39.9,1,390,678.1,445,956,7180,pass
CF_SEF,BigCodeBench/613,10,184,1,399,359.5,266,509,5435,pass
CF_SEF,BigCodeBench/614,10,195.5,87,375,819.4,28,1256,10149,fail
CF_SEF,BigCodeBench/615,10,360.9,345,404,192,159,196,5529,fail
CF_SEF,BigCodeBench/616,10,340.8,327,399,412.3,392,494,7531,fail
CF_SEF,BigCodeBench/617,10,430.7,390,472,478.6,471,503,9093,fail
CF_SEF,BigCodeBench/618,10,329.6,277,351,346.9,329,433,6765,fail
CF_SEF,BigCodeBench/619,10,1,1,1,589.5,360,855,5905,pass
CF_SEF,BigCodeBench/620,10,290.7,269,361,231.5,212,317,5222,fail
CF_SEF,BigCodeBench/621,10,35,1,341,271.8,189,373,3068,pass
CF_SEF,BigCodeBench/622,10,1,1,1,322.4,200,424,3234,pass
CF_SEF,BigCodeBench/623,10,104.3,1,363,192.6,39,268,2969,pass
CF_SEF,BigCodeBench/624,10,46.4,1,455,291.9,187,411,3383,pass
CF_SEF,BigCodeBench/625,10,1,1,1,245,245,245,2460,pass
CF_SEF,BigCodeBench/626,10,1,1,1,294,294,294,2950,pass
CF_SEF,BigCodeBench/627,10,340.6,314,400,59.7,36,273,4003,fail
CF_SEF,BigCodeBench/628,10,178.1,1,394,135.8,32,185,3139,pass
CF_SEF,BigCodeBench/629,10,123.1,59,373,122.6,37,404,2457,fail
CF_SEF,BigCodeBench/630,10,1,1,1,298.4,230,362,2994,pass
CF_SEF,BigCodeBench/631,10,55,1,303,386.2,205,1631,4412,pass
CF_SEF,BigCodeBench/632,10,1,1,1,196.5,139,226,1975,pass
CF_SEF,BigCodeBench/633,10,30.3,1,294,221.7,185,265,2520,pass
CF_SEF,BigCodeBench/634,10,32.5,1,316,215.7,168,272,2482,pass
CF_SEF,BigCodeBench/635,10,365.1,319,499,1181.3,360,1540,15464,fail
CF_SEF,BigCodeBench/636,10,177.2,84,366,150.9,89,252,3281,fail
CF_SEF,BigCodeBench/637,10,132.7,77,357,817.4,363,1178,9501,fail
CF_SEF,BigCodeBench/638,10,35,1,341,184.8,138,230,2198,pass
CF_SEF,BigCodeBench/639,10,61.7,1,309,184,43,251,2457,pass
CF_SEF,BigCodeBench/640,10,45.8,1,449,510.3,290,778,5561,pass
CF_SEF,BigCodeBench/641,10,1,1,1,293.5,251,339,2945,pass
CF_SEF,BigCodeBench/642,10,1,1,1,260.2,199,327,2612,pass
CF_SEF,BigCodeBench/643,10,217.5,83,331,737,273,1339,9545,fail
CF_SEF,BigCodeBench/644,10,110.4,84,348,1496.5,250,1635,16069,fail
CF_SEF,BigCodeBench/645,10,301.3,271,383,98.1,27,157,3994,fail
CF_SEF,BigCodeBench/646,10,1,1,1,350.8,268,444,3518,pass
CF_SEF,BigCodeBench/647,10,180.2,1,391,216.5,158,283,3967,pass
CF_SEF,BigCodeBench/648,10,34.7,1,338,153.5,32,215,1882,pass
CF_SEF,BigCodeBench/649,10,64.3,1,340,341.3,283,408,4056,pass
CF_SEF,BigCodeBench/650,10,108.8,88,296,61.3,41,244,1701,fail
CF_SEF,BigCodeBench/651,10,266.3,79,406,1492.3,322,1628,17586,fail
CF_SEF,BigCodeBench/652,10,300.9,289,358,590.3,401,636,8912,fail
CF_SEF,BigCodeBench/653,10,1,1,1,238.6,200,277,2396,pass
CF_SEF,BigCodeBench/654,10,403.6,336,456,437.2,329,741,8408,fail
CF_SEF,BigCodeBench/655,10,399.7,356,425,317.2,111,503,7169,fail
CF_SEF,BigCodeBench/656,10,30.7,1,298,495.1,293,741,5258,pass
CF_SEF,BigCodeBench/657,10,405.6,378,459,298,287,335,7036,fail
CF_SEF,BigCodeBench/658,10,322.1,300,369,285.6,178,303,6077,fail
CF_SEF,BigCodeBench/659,10,69.4,1,364,168.1,43,346,2375,pass
CF_SEF,BigCodeBench/660,10,232.6,1,422,331.8,247,410,5644,pass
CF_SEF,BigCodeBench/661,10,146.8,1,414,263.2,107,425,4100,pass
CF_SEF,BigCodeBench/662,10,341.3,320,400,184.9,173,220,5262,fail
CF_SEF,BigCodeBench/663,10,380.7,319,417,365,246,417,7457,fail
CF_SEF,BigCodeBench/664,10,212.4,1,392,361,264,440,5734,pass
CF_SEF,BigCodeBench/665,10,102.6,75,351,274.5,252,277,3771,fail
CF_SEF,BigCodeBench/666,10,202.1,1,379,124.6,25,262,3267,pass
CF_SEF,BigCodeBench/667,10,63.4,1,355,187.2,163,229,2506,pass
CF_SEF,BigCodeBench/668,10,340.2,316,396,254.4,217,268,5946,fail
CF_SEF,BigCodeBench/669,10,179,138,359,1503.3,283,1808,16823,fail
CF_SEF,BigCodeBench/670,10,1,1,1,157.2,102,210,1582,pass
CF_SEF,BigCodeBench/671,10,31.9,1,310,190.9,157,229,2228,pass
CF_SEF,BigCodeBench/672,10,1,1,1,91.4,69,117,924,pass
CF_SEF,BigCodeBench/673,10,1,1,1,235.3,209,257,2363,pass
CF_SEF,BigCodeBench/674,10,71.2,1,381,221.7,167,260,2929,pass
CF_SEF,BigCodeBench/675,10,112.4,84,368,1426.2,241,1558,15386,fail
CF_SEF,BigCodeBench/676,10,165.1,85,383,1466.5,335,1595,16316,fail
CF_SEF,BigCodeBench/677,10,99.7,1,353,263.3,217,337,3630,pass
CF_SEF,BigCodeBench/678,10,206.9,1,444,295.1,33,418,5020,pass
CF_SEF,BigCodeBench/679,10,1,1,1,198.8,161,231,1998,pass
CF_SEF,BigCodeBench/680,10,35.3,1,344,182,110,258,2173,pass
CF_SEF,BigCodeBench/681,10,1,1,1,177,177,177,1780,pass
CF_SEF,BigCodeBench/682,10,311.2,298,356,246.7,224,284,5579,fail
CF_SEF,BigCodeBench/683,10,34.2,1,333,117,95,143,1512,pass
CF_SEF,BigCodeBench/684,10,1,1,1,207,207,207,2080,pass
CF_SEF,BigCodeBench/685,10,1,1,1,85,38,133,860,pass
CF_SEF,BigCodeBench/686,10,31.4,1,305,272.9,191,334,3043,pass
CF_SEF,BigCodeBench/687,10,1,1,1,253.7,213,301,2547,pass
CF_SEF,BigCodeBench/688,10,26,1,251,141.1,88,195,1671,pass
CF_SEF,BigCodeBench/689,10,131.2,1,346,114.4,25,230,2456,pass
CF_SEF,BigCodeBench/690,10,33.4,1,325,221.5,122,338,2549,pass
CF_SEF,BigCodeBench/691,10,1,1,1,212.8,158,293,2138,pass
CF_SEF,BigCodeBench/692,10,103.9,79,328,1605.4,272,1761,17093,fail
CF_SEF,BigCodeBench/693,10,25.1,1,242,192.3,146,242,2174,pass
CF_SEF,BigCodeBench/694,10,1,1,1,124.7,95,152,1257,pass
CF_SEF,BigCodeBench/695,10,1,1,1,275.4,162,336,2764,pass
CF_SEF,BigCodeBench/696,10,1,1,1,176,176,176,1770,pass
CF_SEF,BigCodeBench/697,10,35.3,1,344,207.7,97,272,2430,pass
CF_SEF,BigCodeBench/698,10,1,1,1,224.4,167,279,2254,pass
CF_SEF,BigCodeBench/699,10,34.2,1,333,276.1,169,336,3103,pass
CF_SEF,BigCodeBench/700,10,1,1,1,186,186,186,1870,pass
CF_SEF,BigCodeBench/701,10,1,1,1,164.1,108,212,1651,pass
CF_SEF,BigCodeBench/702,10,29.3,1,284,180.4,131,227,2097,pass
CF_SEF,BigCodeBench/703,10,1,1,1,185,139,235,1860,pass
CF_SEF,BigCodeBench/704,10,353,330,378,87.7,28,260,4407,fail
CF_SEF,BigCodeBench/705,10,385.6,360,411,302,29,470,6876,fail
CF_SEF,BigCodeBench/706,10,134.6,1,353,336.7,257,402,4713,pass
CF_SEF,BigCodeBench/707,10,1,1,1,285,205,333,2860,pass
CF_SEF,BigCodeBench/708,10,105.1,78,349,1431.6,213,1567,15367,fail
CF_SEF,BigCodeBench/709,10,1,1,1,250,250,250,2510,pass
CF_SEF,BigCodeBench/710,10,30.2,1,293,115,34,176,1452,pass
CF_SEF,BigCodeBench/711,10,66.1,1,341,135.3,98,165,2014,pass
CF_SEF,BigCodeBench/712,10,1,1,1,148.2,119,187,1492,pass
CF_SEF,BigCodeBench/713,10,1,1,1,222,222,222,2230,pass
CF_SEF,BigCodeBench/714,10,1,1,1,205.3,129,297,2063,pass
CF_SEF,BigCodeBench/715,10,141.3,1,345,285.7,72,1412,4270,pass
CF_SEF,BigCodeBench/716,10,321.2,296,369,219.8,199,228,5410,fail
CF_SEF,BigCodeBench/717,10,361.1,345,378,211.9,169,239,5730,fail
CF_SEF,BigCodeBench/718,10,31.9,1,310,320.9,257,392,3528,pass
CF_SEF,BigCodeBench/719,10,70.7,1,362,115.5,17,157,1862,pass
CF_SEF,BigCodeBench/720,10,219.3,1,405,180.1,32,228,3994,pass
CF_SEF,BigCodeBench/721,10,33.4,1,325,237.4,196,286,2708,pass
CF_SEF,BigCodeBench/722,10,37.7,1,368,269.6,156,404,3073,pass
CF_SEF,BigCodeBench/723,10,141.1,78,420,1414.1,321,1686,15552,fail
CF_SEF,BigCodeBench/724,10,1,1,1,147,124,172,1480,pass
CF_SEF,BigCodeBench/725,10,1,1,1,211.4,144,288,2124,pass
CF_SEF,BigCodeBench/726,10,342,310,380,161.1,111,253,5031,fail
CF_SEF,BigCodeBench/727,10,321.4,298,361,128.1,87,193,4495,fail
CF_SEF,BigCodeBench/728,10,382.6,362,408,244.8,33,368,6274,fail
CF_SEF,BigCodeBench/729,10,1,1,1,159.8,116,212,1608,pass
CF_SEF,BigCodeBench/730,10,261.3,220,294,144.3,131,156,4056,fail
CF_SEF,BigCodeBench/731,10,1,1,1,465.4,234,746,4664,pass
CF_SEF,BigCodeBench/732,10,1,1,1,248.3,147,371,2493,pass
CF_SEF,BigCodeBench/733,10,1613.9,311,1936,1538.1,133,1886,31520,fail
CF_SEF,BigCodeBench/734,10,36,1,351,309.5,161,478,3455,pass
CF_SEF,BigCodeBench/735,10,25.5,1,246,213.7,166,259,2392,pass
CF_SEF,BigCodeBench/736,10,58.9,1,292,136.9,104,176,1958,pass
CF_SEF,BigCodeBench/737,10,100.7,78,305,1154.4,116,1571,12551,fail
CF_SEF,BigCodeBench/738,10,1,1,1,161,116,212,1620,pass
CF_SEF,BigCodeBench/739,10,28.4,1,275,354.6,192,552,3830,pass
CF_SEF,BigCodeBench/740,10,35.8,1,349,221.8,148,302,2576,pass
CF_SEF,BigCodeBench/741,10,318.4,272,337,132.6,29,232,4510,fail
CF_SEF,BigCodeBench/742,10,104.7,78,345,1507.6,289,1643,16123,fail
CF_SEF,BigCodeBench/743,10,34.5,1,336,396.1,305,505,4306,pass
CF_SEF,BigCodeBench/744,10,104.7,77,354,899.9,218,1561,10046,fail
CF_SEF,BigCodeBench/745,10,32.5,1,316,283.4,134,448,3159,pass
CF_SEF,BigCodeBench/746,10,366,325,410,299.1,287,308,6651,fail
CF_SEF,BigCodeBench/747,10,1,1,1,166.4,143,191,1674,pass
CF_SEF,BigCodeBench/748,10,66,1,358,362.4,294,419,4284,pass
CF_SEF,BigCodeBench/749,10,25.9,1,250,113.2,34,174,1391,pass
CF_SEF,BigCodeBench/750,10,109.2,1,366,314.9,267,364,4241,pass
CF_SEF,BigCodeBench/751,10,1,1,1,180.9,150,214,1819,pass
CF_SEF,BigCodeBench/752,10,312.6,1,415,386.1,56,764,6987,pass
CF_SEF,BigCodeBench/753,10,206.9,78,346,634.1,41,1433,8410,fail
CF_SEF,BigCodeBench/754,10,378.6,307,438,378.4,305,404,7570,fail
CF_SEF,BigCodeBench/755,10,33.1,1,322,134.7,105,162,1678,pass
CF_SEF,BigCodeBench/756,10,98.1,1,338,238.3,201,279,3364,pass
CF_SEF,BigCodeBench/757,10,30.4,1,295,97,67,131,1274,pass
CF_SEF,BigCodeBench/758,10,107,1,392,221.8,40,369,3288,pass
CF_SEF,BigCodeBench/759,10,38.5,1,376,1450,235,1625,14885,pass
CF_SEF,BigCodeBench/760,10,313.1,283,364,425.9,402,492,7390,fail
CF_SEF,BigCodeBench/761,10,173.8,1,404,244.5,48,452,4183,pass
CF_SEF,BigCodeBench/762,10,346.5,295,361,259.6,60,1625,6061,fail
CF_SEF,BigCodeBench/763,10,1,1,1,235,235,235,2360,pass
CF_SEF,BigCodeBench/764,10,403.2,375,437,659.9,544,693,10631,fail
CF_SEF,BigCodeBench/765,10,352,302,383,241.3,134,301,5933,fail
CF_SEF,BigCodeBench/766,10,1,1,1,225.8,202,250,2268,pass
CF_SEF,BigCodeBench/767,10,1,1,1,229,229,229,2300,pass
CF_SEF,BigCodeBench/768,10,37.3,1,364,284.3,251,324,3216,pass
CF_SEF,BigCodeBench/769,10,1,1,1,160.7,119,185,1617,pass
CF_SEF,BigCodeBench/770,10,353.7,314,379,436.4,416,493,7901,fail
CF_SEF,BigCodeBench/771,10,379,363,406,356.6,337,455,7356,fail
CF_SEF,BigCodeBench/772,10,330.2,324,367,232.7,228,251,5629,fail
CF_SEF,BigCodeBench/773,10,34.2,1,333,303.7,145,497,3379,pass
CF_SEF,BigCodeBench/774,10,75.8,1,401,317.3,245,399,3931,pass
CF_SEF,BigCodeBench/775,10,229,119,357,707.5,85,1287,9365,fail
CF_SEF,BigCodeBench/776,10,112.9,1,396,460.1,424,507,5730,pass
CF_SEF,BigCodeBench/777,10,36.8,1,359,481.4,323,535,5182,pass
CF_SEF,BigCodeBench/778,10,128.2,1,353,418.9,378,483,5471,pass
CF_SEF,BigCodeBench/779,10,354.6,329,389,485.3,129,561,8399,fail
CF_SEF,BigCodeBench/780,10,381.9,326,436,506.9,476,681,8888,fail
CF_SEF,BigCodeBench/781,10,96.4,77,271,1559.1,172,1715,16555,fail
CF_SEF,BigCodeBench/782,10,34,1,331,269.8,220,324,3038,pass
CF_SEF,BigCodeBench/783,10,1,1,1,133.9,110,158,1349,pass
CF_SEF,BigCodeBench/784,10,1,1,1,405.3,358,446,4063,pass
CF_SEF,BigCodeBench/785,10,152.8,84,329,1261.7,207,1708,14145,fail
CF_SEF,BigCodeBench/786,10,1,1,1,349.2,308,396,3502,pass
CF_SEF,BigCodeBench/787,10,329.2,293,410,271.1,258,298,6003,fail
CF_SEF,BigCodeBench/788,10,310.9,289,389,372.6,360,415,6835,fail
CF_SEF,BigCodeBench/789,10,345.8,303,368,181.4,102,236,5272,fail
CF_SEF,BigCodeBench/790,10,99.8,1,394,269.5,233,308,3693,pass
CF_SEF,BigCodeBench/791,10,344.8,313,420,158.9,103,200,5037,fail
CF_SEF,BigCodeBench/792,10,34.6,1,337,287.2,226,338,3218,pass
CF_SEF,BigCodeBench/793,10,124.9,1,341,558.5,136,1780,6834,pass
CF_SEF,BigCodeBench/794,10,66.4,1,333,80.7,21,114,1471,pass
CF_SEF,BigCodeBench/795,10,1,1,1,523.4,203,591,5244,pass
CF_SEF,BigCodeBench/796,10,1,1,1,150.2,132,174,1512,pass
CF_SEF,BigCodeBench/797,10,36.5,1,356,160.2,131,195,1967,pass
CF_SEF,BigCodeBench/798,10,362.8,329,380,215.1,168,253,5779,fail
CF_SEF,BigCodeBench/799,10,363.1,331,401,181.2,39,290,5443,fail
CF_SEF,BigCodeBench/800,10,356,319,442,358.8,140,429,7148,fail
CF_SEF,BigCodeBench/801,10,219.8,92,431,1349.7,256,1670,15695,fail
CF_SEF,BigCodeBench/802,10,107.8,89,277,41.3,26,179,1491,fail
CF_SEF,BigCodeBench/803,10,35.4,1,345,157,40,222,1924,pass
CF_SEF,BigCodeBench/804,10,105.6,78,354,1419.8,239,1551,15254,fail
CF_SEF,BigCodeBench/805,10,323.8,275,375,338.9,309,352,6627,fail
CF_SEF,BigCodeBench/806,10,147.9,1,404,230.6,85,346,3785,pass
CF_SEF,BigCodeBench/807,10,124.2,77,326,304.2,286,308,4284,fail
CF_SEF,BigCodeBench/808,10,110.7,86,333,1677,1084,1743,17877,fail
CF_SEF,BigCodeBench/809,10,104.2,87,259,74,32,251,1782,fail
CF_SEF,BigCodeBench/810,10,367.6,310,389,292.6,257,309,6602,fail
CF_SEF,BigCodeBench/811,10,151.7,1,369,316.9,39,1527,4686,pass
